#Aplicación presupuestaria,Funcional,Economico,Desc. Funcional,Desc. Economico,Proyecto,Desc. Proyecto,Suma Cons. inicial,Suma Modificaciones,Suma Cons. definitiva,Suma O
,1522,212,Pla especial rehabilitaci,Rep.mment.i cons.edificis,,,0,16323.7,16323.7,16323.7
,1522,227,Pla especial rehabilitaci,Treb.real.altres empreses,,,0,706984.55,706984.55,706984.51
,1540,120,Agencia de l'habitatge,Retribucions bàsiques,,,30045.4,-1571.41,28473.99,28596.9
,1540,121,Agencia de l'habitatge,Retribucions complementar,,,39511.36,0,39511.36,39002.8
,1540,160,Agencia de l'habitatge,Quotes socials,,,20258.69,0,20258.69,17205.22
,1540,202,Agencia de l'habitatge,Arrendament edifici,,,8600,0,8600,7930.08
,1540,226,Agencia de l'habitatge,Despeses diverses,,,1000,-740,260,260
,1550,120,Vies Públiques,Retribucions bàsiques,,,9604.56,-164.2,9440.36,0
,1550,121,Vies Públiques,Retribucions complementar,,,11115.86,0,11115.86,0
,1550,130,Vies Públiques,Personal laboral fix,,,0,0,0,20535.45
,1550,160,Vies Públiques,Quotes socials,,,6034.91,0,6034.91,5997.47
,1550,210,Vies Públiques,Rep mment.conser.Infrastr,,,65000,-5006.73,59993.27,58100.84
,1550,213,Vies Públiques,Rep.mment i cons.Maquinar,,,5000,0,5000,7665.78
,1550,214,Vies Públiques,Rep.mment i cons. vehicle,,,5000,0,5000,3925.88
,1550,601,Vies Públiques,Inversió nova en infraest,1004,PLA VIALS NO MOT. PPOS 10,216080,-83757.25,132322.75,54023.29
,1550,611,Vies Públiques,Inversio reposicio infrae,1005,MOBILIARI URBA I SENYALS,15000,0,15000,6353.85
,1550,611,Vies Públiques,Inversio reposicio infrae,1006,PLA MOBILITAT URBANA,31310,-19747.52,11562.48,11503.03
,1550,612,Vies Públiques,Inv. rep infrastructures,1007,REURB C/ SANT JOSEP,375849,127001.22,502850.22,494268.79
,1550,601,Vies Públiques,Inversió nova en infraest,,,0,415374.43,415374.43,350936.43
,1550,602,Vies Públiques,Inversio nova en infraest,,,0,653944.68,653944.68,0
,1550,603,Vies Públiques,Inversio nova en infraest,,,0,93156.88,93156.88,0
,1550,606,Vies Públiques,Inversió nova en Infraest,,,0,2782.36,2782.36,0
,1550,608,Vies Públiques,Altres inversions noves,,,0,170315.83,170315.83,37166.92
,1550,611,Vies Públiques,Inversio reposicio infrae,,,0,38545.5,38545.5,30980
,1550,612,Vies Públiques,Inv. rep infrastructures,,,0,27328.45,27328.45,0
,1550,623,Vies Públiques,Inv. nova maquinar. intst,,,0,2044.24,2044.24,0
,1550,625,Vies Públiques,Inv. nova Mobiliari,,,0,0,0,0
,1550,627,Vies Públiques,Inv. nova Projec. compex,,,0,5336,5336,5336
,1550,770,Vies Públiques,A Empresses Pivades,,,0,169778.47,169778.47,158097.56
,1551,120,Obres,Retribucions bàsiques,,,70469.84,-4546.13,65923.71,22824.76
,1551,121,Obres,Retribucions complementar,,,82220.32,-17823.27,64397.05,24920.25
,1551,130,Obres,Personal laboral fix,,,0,0,0,64211.98
,1551,131,Obres,Personal Laboral eventual,,,45945.33,-487.83,45457.5,46112.45
,1551,160,Obres,Quotes socials,,,57853.39,0,57853.39,57853.39
,1551,204,Obres,Arrendament vehicles,,,27000,-9758.72,17241.28,17340.81
,1551,221,Obres,Subministres,,,20000,4878.83,24878.83,17909.48
,1551,623,Obres,Inv. nova maquinar. intst,1008,MAQUINARIA OBRES,1,-1,0,0
,1610,120,Servei d'Aigua Potable,Retribucions bàsiques,,,22276.38,-592.08,21684.3,21936.98
,1610,121,Servei d'Aigua Potable,Retribucions complementar,,,27804.56,0,27804.56,27423.76
,1610,160,Servei d'Aigua Potable,Quotes socials,,,14586.28,0,14586.28,15005.67
,1611,210,Clavegueram i Vessam.Aigu,Rep mment.conser.Infrastr,,,2500,-1195.38,1304.62,1304.62
,1612,210,Font del Manano,Rep mment.conser.Infrastr,,,1000,-1000,0,0
,1620,227,Recollida Fem i Net.viari,Treb.real.altres empreses,,,770000,45126.39,815126.39,815126.39
,1640,120,Cementeri Municipal,Retribucions bàsiques,,,17574.48,2214.42,19788.9,18444
,1640,121,Cementeri Municipal,Retribucions complementar,,,24255.28,0,24255.28,25495.45
,1640,160,Cementeri Municipal,Quotes socials,,,12183.09,0,12183.09,12183.09
,1640,212,Cementeri Municipal,Rep.mment.i cons.edificis,,,10000,0,10000,9985.35
,1640,221,Cementeri Municipal,Subministres,,,1600,478.15,2078.15,2078.15
,1640,622,Cementeri Municipal,In. nova Edificis i const,1009,PAVELLO NOUS NINXOLS,60000,-263.77,59736.23,54835.54
,1640,632,Cementeri Municipal,Inv. repos.Edificis i con,1010,SUBSTITUCIO COBERTES,15000,-15000,0,0
,1640,611,Cementeri Municipal,Inversio reposicio infrae,,,0,10954.89,10954.89,0
,1640,622,Cementeri Municipal,In. nova Edificis i const,,,0,7089.93,7089.93,7089.93
,1650,120,Enllumenat Públic,Retribucions bàsiques,,,42535.5,-1696.07,40839.43,39964.5
,1650,121,Enllumenat Públic,Retribucions complementar,,,63498.04,-2520.02,60978.02,61124.57
,1650,160,Enllumenat Públic,Quotes socials,,,30882.7,0,30882.7,26811.32
,1650,210,Enllumenat Públic,Rep mment.conser.Infrastr,,,8000,0,8000,10906.53
,1650,213,Enllumenat Públic,Rep.mment i cons.Maquinar,,,15000,-12000,3000,3893.25
,1650,221,Enllumenat Públic,Subministres,,,100000,4300.74,104300.74,98790.96
,1650,611,Enllumenat Públic,Inversio reposicio infrae,1011,REPOS. ENLLUM (PAP 09-11),40000,0,40000,2755.58
,1650,601,Enllumenat Públic,Inversió nova en infraest,,,0,0,0,0
,1650,611,Enllumenat Públic,Inversio reposicio infrae,,,0,42764.22,42764.22,25758.26
,1651,601,Altres conexions,Inversió nova en infraest,,,0,0,0,0
,1652,601,Enllumenat Públic,Inversió nova en infraest,,,0,0,0,0
,1700,120,Medi ambient,Retribucions bàsiques,,,20633.9,-1389.3,19244.6,19091.93
,1700,121,Medi ambient,Retribucions complementar,,,25678.66,-72.86,25605.8,25384.74
,1700,131,Medi ambient,Personal Laboral eventual,,,32244.06,-4653.56,27590.5,27089.41
,1700,160,Medi ambient,Quotes socials,,,22879.93,0,22879.93,22155.93
,1710,120,Parcs i Jardins,Retribucions bàsiques,,,48825.42,2208.77,51034.19,35690.75
,1710,121,Parcs i Jardins,Retribucions complementar,,,56496.02,0,56496.02,43273.74
,1710,130,Parcs i Jardins,Personal laboral fix,,,0,0,0,24947.3
,1710,160,Parcs i Jardins,Quotes socials,,,30675.3,0,30675.3,29610.59
,1710,210,Parcs i Jardins,Rep mment.conser.Infrastr,,,150000,-16264.45,133735.55,130208.93
,1710,221,Parcs i Jardins,Subministres,,,3000,2014.81,5014.81,4887.41
,1710,226,Parcs i Jardins,Despeses diverses,,,20000,4002,24002,12854.89
,1710,601,Parcs i Jardins,Inversió nova en infraest,,,0,0,0,0
,1710,611,Parcs i Jardins,Inversio reposicio infrae,,,0,29966.07,29966.07,29966.07
,1720,226,Protec. millora medi ambi,Despeses diverses,,,16500,-4273.73,12226.27,5575.97
,1720,227,Protec. millora medi ambi,Treb.real.altres empreses,,,10000,8574.99,18574.99,23885.23
,1720,621,Protec. millora medi ambi,Inv. nova terrenys i bens,,,0,0,0,0
,2111,127,Segur. prot i prom. soc,Contribucions pla pension,,,22687,-1500,21187,21187
,2210,162,Personal actiu,Despeses socials,,,10000,-7280,2720,3995
,2210,163,Personal actiu,Despes. soc.-Prev riscos,,,12000,0,12000,9481.79
,2210,226,Personal actiu,Despeses diverses,,,1000,5280,6280,5856.66
,2210,227,Personal actiu,Treb.real.altres empreses,,,0,8039,8039,4655.84
,2210,858,Personal actiu,Avançaments,,,1,19402.96,19403.96,19402.96
,2211,161,Segur. protec. i prom.soc,Prestacions socials,,,7000,0,7000,3953.05
,2211,162,Segur. protec. i prom.soc,Despeses socials,,,7000,0,7000,7106.11
,2300,120,Assitència Social,Retribucions bàsiques,,,62815.9,-2073.47,60742.43,40656.53
,2300,121,Assitència Social,Retribucions complementar,,,70363.86,-1564.88,68798.98,42715.16
,2300,130,Assitència Social,Personal laboral fix,,,0,14703.37,14703.37,73360.84
,2300,131,Assitència Social,Personal Laboral eventual,,,22235.98,0,22235.98,2805.98
,2300,160,Assitència Social,Quotes socials,,,45265.47,0,45265.47,48794.08
,2300,226,Assitència Social,Despeses diverses,,,3000,-549.61,2450.39,149.73
,2311,480,Acció Social,Ajudes indiv i atenc bene,,,70000,2459.99,72459.99,68902.33
,2311,489,Acció Social,Aportacions i subvencions,,,6000,-4464.18,1535.82,4800
,2312,227,Tercera edat,Treb.real.altres empreses,,,10000,0,10000,9767.12
,2312,489,Tercera edat,Aportacions i subvencions,,,15000,-1355.68,13644.32,13644.02
,2313,226,Entitats no lucratives,Despeses diverses,,,600,0,600,314
,2313,489,Entitats no lucratives,Aportacions i subvencions,,,4000,-1104.31,2895.69,2895.69
,2320,226,Departament de la Dona,Despeses diverses,,,8000,-2000,6000,6291.21
,2320,227,Departament de la Dona,Treb.real.altres empreses,,,10000,0,10000,8442.59
,2321,202,Centre dia per a menors,Arrendament edifici,,,12300,0,12300,11068.08
,2321,226,Centre dia per a menors,Despeses diverses,,,7000,-2000,5000,2963.02
,2322,120,Educador de Carrer,Retribucions bàsiques,,,17299.8,-244.2,17055.6,16273.02
,2322,121,Educador de Carrer,Retribucions complementar,,,18081.28,0,18081.28,17866.64
,2322,130,Educador de Carrer,Personal laboral fix,,,18540.62,-216.93,18323.69,17245.82
,2322,131,Educador de Carrer,Personal Laboral eventual,,,66498.05,-1016.75,65481.3,60752.93
,2322,160,Educador de Carrer,Quotes socials,,,35072.74,0,35072.74,35072.74
,2322,226,Educador de Carrer,Despeses diverses,,,4000,-1000,3000,2896.84
,2323,226,Prevenció Drogodependenc.,Despeses diverses,,,6000,-1000,5000,4788.15
,2324,226,Pau i Solidaritat:Immigra,Despeses diverses,,,15000,12384.96,27384.96,12915.6
,2325,489,Pau i Solidaritat: ONG,Aportacions i subvencions,,,18900,-3000,15900,13000
,2325,789,Pau i Solidaritat: ONG,Aportacions i subvencions,,,19000,-5000,14000,10000
,2330,227,Asistència domiciliaria,Treb.real.altres empreses,,,20000,53913.78,73913.78,68684.86
,2331,120,Ajuda a la dependència,Retribucions bàsiques,,,0,0,0,20026.67
,2331,121,Ajuda a la dependència,Retribucions complementar,,,0,0,0,17024.14
,2331,131,Ajuda a la dependència,Personal Laboral eventual,,,38470.95,0,38470.95,0
,2331,160,Ajuda a la dependència,Quotes socials,,,11204.82,0,11204.82,7702.02
,2410,226,Escoles Taller,Despeses diverses,,,3000,-1000,2000,1998.33
,2411,120,Promoció de l'ocupació,Retribucions bàsiques,,,0,8864.56,8864.56,48078.28
,2411,121,Promoció de l'ocupació,Retribucions complementar,,,0,2569.23,2569.23,15291.52
,2411,131,Promoció de l'ocupació,Personal Laboral eventual,,,135848.15,85511.85,221360,102870.71
,2411,160,Promoció de l'ocupació,Quotes socials,,,40049.09,0,40049.09,39678.93
,2411,226,Promoció de l'ocupació,Despeses diverses,,,3000,39868.2,42868.2,17274.3
,2411,131,Promoció de l'ocupació,Personal Laboral eventual,,,0,9560.92,9560.92,9515.25
,2411,226,Promoció de l'ocupació,Despeses diverses,,,0,1581.09,1581.09,1567.68
,2411,481,Promoció de l'ocupació,Premis i Beques,,,0,734.4,734.4,723.6
,2411,623,Promoció de l'ocupació,Inv. nova maquinar. intst,,,0,13000,13000,12949.13
,2411,632,Promoció de l'ocupació,Inv. repos.Edificis i con,,,0,34946.73,34946.73,0
,2412,120,Bossa d'ocupació,Retribucions bàsiques,,,0,0,0,1584.49
,2412,121,Bossa d'ocupació,Retribucions complementar,,,0,0,0,1647.77
,2412,131,Bossa d'ocupació,Personal Laboral eventual,,,150000,-34268.2,115731.8,62812.1
,2412,160,Bossa d'ocupació,Quotes socials,,,43688.11,0,43688.11,29982.33
,3130,221,Medicaments i prod sanita,Subministres,,,1500,0,1500,1116.8
,3130,226,Medicaments i prod sanita,Despeses diverses,,,8500,-424.52,8075.48,8458.68
,3130,480,Medicaments i prod sanita,Ajudes indiv i atenc bene,,,60000,12603.48,72603.48,68100.92
,3131,227,Salut Pública,Treb.real.altres empreses,,,9000,-1466.17,7533.83,7533.83
,3132,227,Desinfeccio i Desratitza.,Treb.real.altres empreses,,,15000,-1186,13814,10591.41
,3133,130,Ciutats sanes,Personal laboral fix,,,18818.12,-206.48,18611.64,13645.12
,3133,160,Ciutats sanes,Quotes socials,,,5480.85,0,5480.85,5480.85
,3133,226,Ciutats sanes,Despeses diverses,,,3000,-2487.28,512.72,313.32
,3134,120,Servei Mèdic,Retribucions bàsiques,,,39392.5,-2738.08,36654.42,36501.87
,3134,121,Servei Mèdic,Retribucions complementar,,,49160.72,0,49160.72,48516.32
,3134,160,Servei Mèdic,Quotes socials,,,25791.48,0,25791.48,18303.74
,3200,226,Ponència d'educació,Despeses diverses,,,18000,-11495.41,6504.59,6504.59
,3210,227,Ensenyament Preescolar,Treb.real.altres empreses,,,10000,0,10000,9055
,3210,482,Ensenyament Preescolar,Guarderia xiquets 0-3 any,,,10000,-1000,9000,8440
,3210,622,Ensenyament Preescolar,In. nova Edificis i const,,,0,587682.58,587682.58,17556.45
,3211,120,Ensenyament Primari,Retribucions bàsiques,,,47202.4,-361.85,46840.55,44655.37
,3211,121,Ensenyament Primari,Retribucions complementar,,,48390.72,0,48390.72,48055.98
,3211,160,Ensenyament Primari,Quotes socials,,,27841.88,0,27841.88,25861.53
,3211,203,Ensenyament Primari,Arrendament maquinaria,,,41800,-9494.34,32305.66,0
,3211,205,Ensenyament Primari,Arrendamient mobiliari,,,10500,0,10500,9544.99
,3211,212,Ensenyament Primari,Rep.mment.i cons.edificis,,,6000,9280,15280,14228.53
,3211,221,Ensenyament Primari,Subministres,,,35000,0,35000,67291.5
,3211,632,Ensenyament Primari,Inv. repos.Edificis i con,,,0,107585.96,107585.96,107369.14
,3211,611,Ensenyament Primari,Inversio reposicio infrae,1012,SOLERA PREFAB. DESEMPARAT,1,118999,119000,116187.55
,3230,130,Escola Permanent d'Adults,Personal laboral fix,,,47688.85,-1208.97,46479.88,43357.7
,3230,131,Escola Permanent d'Adults,Personal Laboral eventual,,,15801.29,-155.26,15646.03,18492.54
,3230,160,Escola Permanent d'Adults,Quotes socials,,,18491.76,0,18491.76,18491.76
,3230,203,Escola Permanent d'Adults,Arrendament maquinaria,,,2000,104.44,2104.44,1956.51
,3230,226,Escola Permanent d'Adults,Despeses diverses,,,2500,2304,4804,294.75
,3230,227,Escola Permanent d'Adults,Treb.real.altres empreses,,,32000,-8577.49,23422.51,27454.05
,3230,623,Escola Permanent d'Adults,Inv. nova maquinar. intst,,,0,0,0,0
,3240,481,Beques estudis,Premis i Beques,,,106500,28500,135000,108212.33
,3241,481,Beques Menjador,Premis i Beques,,,40000,-7715.54,32284.46,32284.46
,3241,632,Beques Menjador,Inv. repos.Edificis i con,,,0,0,0,0
,3242,120,Gabinet psicopedagògic,Retribucions bàsiques,,,58776.2,-4659.48,54116.72,71431.98
,3242,121,Gabinet psicopedagògic,Retribucions complementar,,,56717.22,0,56717.22,74447.28
,3242,131,Gabinet psicopedagògic,Personal Laboral eventual,,,35792.26,0,35792.26,0
,3242,160,Gabinet psicopedagògic,Quotes socials,,,44062.57,0,44062.57,40815.6
,3243,410,OOAA Conservatori Música,OOAA Conservatori Música,,,296672.37,-10000,286672.37,286672.37
,3243,710,OOAA Conservatori Música,A OOAA Conservatori Music,,,4600,-1600,3000,3000
,3243,780,OOAA Conservatori Música,A instit. sense fi lucre,,,0,6.01,6.01,0
,3300,120,Animador Cultural,Retribucions bàsiques,,,40393.64,-2692.92,37700.72,38081.13
,3300,121,Animador Cultural,Retribucions complementar,,,42458.36,-133.95,42324.41,41870.55
,3300,160,Animador Cultural,Quotes socials,,,24130.98,0,24130.98,24130.98
,3320,120,Biblioteques i Arxius,Retribucions bàsiques,,,54215.98,-1093.16,53122.82,29173.6
,3320,121,Biblioteques i Arxius,Retribucions complementar,,,58539.32,-20303.25,38236.07,30157.65
,3320,130,Biblioteques i Arxius,Personal laboral fix,,,0,0,0,20016.37
,3320,131,Biblioteques i Arxius,Personal Laboral eventual,,,0,0,0,9175.61
,3320,160,Biblioteques i Arxius,Quotes socials,,,32840.44,0,32840.44,27388.75
,3320,212,Biblioteques i Arxius,Rep.mment.i cons.edificis,,,1000,0,1000,2197.63
,3320,226,Biblioteques i Arxius,Despeses diverses,,,5000,-1000,4000,2005.43
,3320,227,Biblioteques i Arxius,Treb.real.altres empreses,,,6,0,6,0
,3320,625,Biblioteques i Arxius,Inv. nova Mobiliari,,,0,0,0,0
,3321,627,Biblioteques,Inv. nova Projec. compex,1013,"LLIBRES, CD'S I DVD'S",5350,3800,9150,9137.06
,3321,627,Biblioteques,Inv. nova Projec. compex,,,0,0,0,0
,3322,202,Arxius,Arrendament edifici,,,21317,-820.04,20496.96,18936.13
,3340,226,Ponència de Cultura,Despeses diverses,,,25000,-4710.91,20289.09,20289.09
,3340,481,Ponència de Cultura,Premis i Beques,,,2000,4158.85,6158.85,6140.91
,3340,489,Ponència de Cultura,Aportacions i subvencions,,,40000,-2000,38000,38017.94
,3340,780,Ponència de Cultura,A instit. sense fi lucre,,,0,50,50,0
,3341,120,Casa de la Cultura,Retribucions bàsiques,,,19324.76,-522.27,18802.49,18892.68
,3341,121,Casa de la Cultura,Retribucions complementar,,,21949.34,0,21949.34,21532.8
,3341,160,Casa de la Cultura,Quotes socials,,,12021.25,0,12021.25,10872.64
,3341,632,Casa de la Cultura,Inv. repos.Edificis i con,,,0,1944.45,1944.45,0
,3342,226,Setmana lletres valencian,Despeses diverses,,,4000,-1849,2151,2151
,3343,226,Campanya animació lectura,Despeses diverses,,,1500,0,1500,1294.51
,3344,226,Projectes cultur. Europeu,Despeses diverses,,,1000,44952.8,45952.8,33758.62
,3344,227,Projectes cultur. Europeu,Treb.real.altres empreses,,,0,6200,6200,0
,3344,481,Projectes cultur. Europeu,Premis i Beques,,,0,12295,12295,12254
,3345,489,Bandes de Música,Aportacions i subvencions,,,37500,-1875,35625,35625
,3346,226,Cronista,Despeses diverses,,,4500,-1059.9,3440.1,3246.69
,3347,120,Pomoció d'Ús Valencià,Retribucions bàsiques,,,18759.3,-1032.96,17726.34,16273.95
,3347,121,Pomoció d'Ús Valencià,Retribucions complementar,,,17102.4,0,17102.4,16856.96
,3347,160,Pomoció d'Ús Valencià,Quotes socials,,,10444.87,0,10444.87,7850.44
,3347,220,Pomoció d'Ús Valencià,Material oficina,,,1500,0,1500,897.69
,3347,226,Pomoció d'Ús Valencià,Despeses diverses,,,4700,-1053.22,3646.78,4249.09
,3347,489,Pomoció d'Ús Valencià,Aportacions i subvencions,,,1000,-500,500,500
,3350,130,Escola de Teatre,Personal laboral fix,,,15682.32,-8573,7109.32,7670.19
,3350,160,Escola de Teatre,Quotes socials,,,4567.54,0,4567.54,3912.95
,3350,226,Escola de Teatre,Despeses diverses,,,6000,5391.91,11391.91,9742.29
,3351,226,Representacions teatrals,Despeses diverses,,,35000,12887.48,47887.48,42671.88
,3360,627,Arque.y protec.Patr.H-A,Inv. nova Projec. compex,,,0,254408.23,254408.23,254408.23
,3370,120,Ponència de Joventut,Retribucions bàsiques,,,35625.24,-1321.68,34303.56,33662.85
,3370,121,Ponència de Joventut,Retribucions complementar,,,41710.48,-2420.2,39290.28,39861.28
,3370,131,Ponència de Joventut,Personal Laboral eventual,,,51061.29,-106.26,50955.03,48130.66
,3370,160,Ponència de Joventut,Quotes socials,,,37396.15,0,37396.15,36040.46
,3370,467,Ponència de Joventut,A Consorcis,,,6000,-4000,2000,1739.87
,3370,489,Ponència de Joventut,Aportacions i subvencions,,,6000,0,6000,6260.13
,3371,226,Centre informacio juvenil,Despeses diverses,,,35000,-2217.66,32782.34,32707.97
,3371,625,Centre informacio juvenil,Inv. nova Mobiliari,1014,MOBLIARIA CENTRE INF JUV,7930,0,7930,278.01
,3371,622,Centre informacio juvenil,In. nova Edificis i const,,,0,90717.48,90717.48,90717.47
,3372,625,Nau jove,Inv. nova Mobiliari,1015,MOBILIARI NAU JOVE,25000,-7807.07,17192.93,17192.93
,3373,622,Locals civic socials,In. nova Edificis i const,,,0,602489.78,602489.78,600000
,3379,120,Centre Tercera edat,Retribucions bàsiques,,,9604.56,-131.16,9473.4,0
,3379,121,Centre Tercera edat,Retribucions complementar,,,9545.76,1546.74,11092.5,0
,3379,130,Centre Tercera edat,Personal laboral fix,,,0,0,0,25190.05
,3379,131,Centre Tercera edat,Personal Laboral eventual,,,0,4640.22,4640.22,0
,3379,160,Centre Tercera edat,Quotes socials,,,5577.61,0,5577.61,5593.68
,3379,212,Centre Tercera edat,Rep.mment.i cons.edificis,,,1500,1987.28,3487.28,3761.74
,3379,221,Centre Tercera edat,Subministres,,,10000,9652.15,19652.15,19560.93
,3379,226,Centre Tercera edat,Despeses diverses,,,2000,0,2000,704.84
,3380,226,Festes Populars,Despeses diverses,,,155000,-5813.66,149186.34,149186.34
,3380,489,Festes Populars,Aportacions i subvencions,,,18000,-5714.67,12285.33,11658.68
,3381,226,Junta Local Fallera,Despeses diverses,,,18000,10000,28000,27838.51
,3382,489,Comissions Falleres,Aportacions i subvencions,,,18000,-1000,17000,16998
,3410,226,Ponència d'Esports,Despeses diverses,,,10000,45933.59,55933.59,55059.04
,3410,467,Ponència d'Esports,A Consorcis,,,3000,0,3000,3000
,3410,481,Ponència d'Esports,Premis i Beques,,,2000,-1500,500,0
,3410,489,Ponència d'Esports,Aportacions i subvencions,,,175000,-46300,128700,129200
,3420,130,Piscina d'Estiu,Personal laboral fix,,,59828.44,20203.27,80031.71,62681.27
,3420,131,Piscina d'Estiu,Personal Laboral eventual,,,0,-470.41,-470.41,6282.7
,3420,160,Piscina d'Estiu,Quotes socials,,,17425.28,-59.4,17365.88,17425.28
,3420,213,Piscina d'Estiu,Rep.mment i cons.Maquinar,,,22000,0,22000,15399.59
,3420,227,Piscina d'Estiu,Treb.real.altres empreses,,,42000,-48600.41,-6600.41,0
,3420,632,Piscina d'Estiu,Inv. repos.Edificis i con,1016,CONDIC. PISCINA MUNICIPAL,10000,-5131.8,4868.2,4868.2
,3421,120,Poliesportiu Municipal,Retribucions bàsiques,,,47506.2,-1086.21,46419.99,45893.83
,3421,121,Poliesportiu Municipal,Retribucions complementar,,,78555.12,0,78555.12,75452.6
,3421,131,Poliesportiu Municipal,Personal Laboral eventual,,,0,0,0,3518.77
,3421,160,Poliesportiu Municipal,Quotes socials,,,36715.87,0,36715.87,33844.99
,3421,212,Poliesportiu Municipal,Rep.mment.i cons.edificis,,,12000,0,12000,17029.57
,3421,213,Poliesportiu Municipal,Rep.mment i cons.Maquinar,,,20000,-1641.39,18358.61,13319.25
,3421,221,Poliesportiu Municipal,Subministres,,,40000,12794.57,52794.57,52794.57
,3421,632,Poliesportiu Municipal,Inv. repos.Edificis i con,,,0,79304.64,79304.64,73667.86
,3421,601,Poliesportiu Municipal,Inversió nova en infraest,1017,CAMP DEL PORT,1,200000,200001,0
,3421,622,Poliesportiu Municipal,In. nova Edificis i const,1018,DOT. ESPORTIV. MUNICIPALS,1,-1,0,0
,3421,623,Poliesportiu Municipal,Inv. nova maquinar. intst,1019,MAQUINARIA I INST. POLIES,10000,5595.47,15595.47,15595.47
,3421,622,Poliesportiu Municipal,In. nova Edificis i const,,,0,369047.99,369047.99,327697.49
,3421,632,Poliesportiu Municipal,Inv. repos.Edificis i con,,,0,0,0,0
,3422,226,Piscines municipals,Despeses diverses,,,190000,91779.75,281779.75,257084.39
,3422,600,Piscines municipals,Inversions en terrenys,,,0,169172.76,169172.76,0
,4100,120,Consell Local Agrari,Retribucions bàsiques,,,45685.5,1328.79,47014.29,41328.87
,4100,121,Consell Local Agrari,Retribucions complementar,,,61691.14,0,61691.14,59202.22
,4100,131,Consell Local Agrari,Personal Laboral eventual,,,0,891.86,891.86,2863.74
,4100,160,Consell Local Agrari,Quotes socials,,,31273.88,0,31273.88,27804.7
,4100,204,Consell Local Agrari,Arrendament vehicles,,,9800,-5380.07,4419.93,9542.16
,4100,226,Consell Local Agrari,Despeses diverses,,,10000,4843.77,14843.77,6807.81
,4100,611,Consell Local Agrari,Inversio reposicio infrae,,,0,16047.24,16047.24,0
,4100,623,Consell Local Agrari,Inv. nova maquinar. intst,,,0,0,0,0
,4120,226,Pla Ecològic ramad. agric,Despeses diverses,,,10000,-9730.29,269.71,0
,4121,601,Millora Medi Natural,Inversió nova en infraest,1020,CASA FIGUERO,1,151265.67,151266.67,0
,4121,600,Millora Medi Natural,Inversions en terrenys,,,0,0,0,0
,4190,120,Vedat de caça,Retribucions bàsiques,,,9163.98,-148.42,9015.56,8893.5
