#Aplicación presupuestaria,Económico,Desc. capítulo,Desc. económico,Previsión inicial,Modificaciones,Previsión definitiva,DR neto
2018.0.0.0.0.39120,39120,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",Multas por infracciones de la Ordenanza de circulación,83270.94,0.0,83270.94,80475.14
2018.0.0.0.0.39190,39190,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",Otras multas y sanciones,670.0,0.0,670.0,3030.0
2018.0.0.0.0.39200,39200,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",Recargos por declaración extemporánea sin requerimiento previo,17.63,0.0,17.63,-1281.28
2018.0.0.0.0.39210,39210,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",Recargo ejecutivo,8128.04,0.0,8128.04,2687.16
2018.0.0.0.0.39211,39211,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",Recargo de apremio,138053.63,0.0,138053.63,84170.73
2018.0.0.0.0.39301,39301,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",Interessos de Demora,68206.27,0.0,68206.27,34871.72
2018.0.0.0.0.39600,39600,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",Canon de urbanización,4307.0,0.0,4307.0,4307.27
2018.0.0.0.0.39900,39900,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",Altres Ing. Paper Cartro,34052.0,531.41,34583.41,16086.82
2018.0.0.0.0.39901,39901,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",Altres Ing. Edictes Contr,10000.0,0.0,10000.0,2758.65
2018.0.0.0.0.39905,39905,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",Altr.Ingr.Exec.Subsidiari,1.0,0.0,1.0,54542.63
2018.0.0.0.0.39908,39908,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",Subhasta Vedat,29760.58,0.0,29760.58,0.0
2018.0.0.0.0.39909,39909,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",Altres Ingressos,15778.0,5022.03,20800.03,9346.36
2018.0.0.0.0.42000,42000,TRANSFERENCIA CORRIENTES,Participación en los Tributos del Estado,3614789.0,0.0,3614789.0,3799310.66
2018.0.0.0.0.45001,45001,TRANSFERENCIA CORRIENTES,Otras transferencias incondicionadas,179744.0,0.0,179744.0,90126.0
2018.0.0.0.0.45080,45080,TRANSFERENCIA CORRIENTES,Otras subvenciones corrientes de la Administración General de la Comunidad Autónoma,491568.65,2661915.28,3153483.93,2746699.22
2018.0.0.0.0.46100,46100,TRANSFERENCIA CORRIENTES,Subvencions Diputació,8159.27,107045.26,115204.53,111924.27
2018.0.0.0.0.46101,46101,TRANSFERENCIA CORRIENTES,Altres transferències incondicionades Diputació,179744.0,0.0,179744.0,180252.0
2018.0.0.0.0.46600,46600,TRANSFERENCIA CORRIENTES,Subvencions F.V.M.P.,0.0,0.0,0.0,115.71
2018.0.0.0.0.46601,46601,TRANSFERENCIA CORRIENTES,Subvencio F.E.M.P.,0.0,0.0,0.0,16814.56
2018.0.0.0.0.47000,47000,TRANSFERENCIA CORRIENTES,De Empreses privades,0.0,1215.0,1215.0,1215.0
2018.0.0.0.0.49700,49700,TRANSFERENCIA CORRIENTES,Otras transferencias de la Unión Europea,0.0,29326.0,29326.0,29326.0
2018.0.0.0.0.52000,52000,INGRESOS PATRIMONIALES,Interessos Dipòsits E.B.,480.41,0.0,480.41,266.5
2018.0.0.0.0.55001,55001,INGRESOS PATRIMONIALES,C.A. Quiosc Parc Estació,2991.19,0.0,2991.19,0.0
2018.0.0.0.0.55002,55002,INGRESOS PATRIMONIALES,C.A. Bar Llar Jubilats,3600.0,0.0,3600.0,0.0
2018.0.0.0.0.55003,55003,INGRESOS PATRIMONIALES,C.A. Bar Pisicna Estiu,3810.4,0.0,3810.4,0.0
2018.0.0.0.0.55004,55004,INGRESOS PATRIMONIALES,C.A. Parades Mercat,14743.6,0.0,14743.6,17065.44
2018.0.0.0.0.55006,55006,INGRESOS PATRIMONIALES,Escoleta infantil,20530.67,0.0,20530.67,0.0
2018.0.0.0.0.55007,55007,INGRESOS PATRIMONIALES,Concessions administratives-col.legi Sagrada Samilia,6.11,0.0,6.11,0.0
2018.0.0.0.0.55100,55100,INGRESOS PATRIMONIALES,Cessió de Ninxols,32200.02,0.0,32200.02,24879.0
2018.0.0.0.0.72100,72100,TRANSFERENCIAS DE CAPITAL,Del Servicio Público de Empleo Estatal,19382.62,974.73,20357.35,20357.38
2018.0.0.0.0.75080,75080,TRANSFERENCIAS DE CAPITAL,Otras transferencias de capital de la Administración General de la Comunidad Autónoma,0.0,34678.93,34678.93,0.0
2018.0.0.0.0.76100,76100,TRANSFERENCIAS DE CAPITAL,Subvencions Diputació,176957.83,204292.25,381250.08,204292.25
2018.0.0.0.0.87000,87000,ACTIVOS FINANCIEROS,Para gastos generales,0.0,809500.82,809500.82,0.0
2018.0.0.0.0.87010,87010,ACTIVOS FINANCIEROS,Para gastos con financiación afectada,0.0,1492848.95,1492848.95,0.0
#,,,,,5361865.66,18397555.96,15172635.78
#,,,,13035690.3,13035690.3,18397555.96,18397555.96
