#Aplicación presupuestaria,Programa,Económico,Desc. programa,Desc. económico,Proyecto,Desc. proyecto,Consig. inicial,Modificaciones,Consig. definit.,Obl. recon. (O)
2016.0.0.1510.0.13002,1510,13002,Urbanisme,Otras remuneraciones,,,15652.79,,15652.79,16097.09
2016.0.0.1510.0.131,1510,131,Urbanisme,Laboral temporal,,,8791.93,,8791.93,
2016.0.0.1510.0.16000,1510,16000,Urbanisme,Seguridad Social,,,92670.75,,92670.75,63088.28
2016.1.0.1510.0.21200,1510,21200,Urbanisme,Edificios y otras construcciones,,,,63444.22,63444.22,63444.21
2016.0.0.1510.0.22699,1510,22699,Urbanisme,Otros gastos diversos,,,,13291.94,13291.94,10641.74
2016.0.0.1510.0.22799,1510,22799,Urbanisme,Otros trabajos realizados por otras empresas y profesionales,,,,,,2650.2
2016.0.0.1510.0.626,1510,626,Urbanisme,Equipos para procesos de información,,,7358.34,25480.56,32838.9,25480.56
2016.0.0.1510.1003.626,1510,626,Urbanisme,Equipos para procesos de información,1003,CONVENI CARTOGRAFIA,,7054.28,7054.28,7054.28
2016.0.0.1510.0.627,1510,627,Urbanisme,Proyectos complejos,,,130080.0,50204.04,180284.04,
2016.0.0.1510.0.681,1510,681,Urbanisme,Terrenos y bienes naturales,,,,753512.91,753512.91,753512.91
2016.0.0.1531.0.12009,1531,12009,Obres,Otras retribuciones básicas,,,76719.58,-62514.14,14205.44,24335.08
2016.0.0.1531.0.12103,1531,12103,Obres,Otros complementos,,,102202.02,-7468.4,94733.62,41904.47
2016.0.0.1531.0.13002,1531,13002,Obres,Otras remuneraciones,,,,,,20571.95
2016.0.0.1531.0.131,1531,131,Obres,Laboral temporal,,,20153.96,,20153.96,20759.33
2016.0.0.1531.0.16000,1531,16000,Obres,Seguridad Social,,,62116.51,-8911.01,53205.5,26788.62
2016.0.0.1531.0.22100,1531,22100,Obres,Energía eléctrica,,,11574.08,1581.36,13155.44,10241.02
2016.0.0.1531.0.22104,1531,22104,Obres,Vestuario,,,,6119.65,6119.65,7202.83
2016.0.0.1531.0.22699,1531,22699,Obres,Otros gastos diversos,,,,,,250.0
2016.1.0.1531.1532.619,1531,619,Obres,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1532,Conveni Diputació connectivitat Rotondes Accés Polígons des de V-30 a AP-7,,798043.48,798043.48,775072.27
2016.0.0.1531.1607.624,1531,624,Obres,Elementos de transporte,1607,Vehicles Oficina Tècnica [prèstec 2016],,40000.0,40000.0,30795.71
2016.0.0.1532.0.12009,1532,12009,vies públiques,Otras retribuciones básicas,,,10173.5,,10173.5,
2016.0.0.1532.0.12103,1532,12103,vies públiques,Otros complementos,,,10933.36,,10933.36,
2016.0.0.1532.0.13002,1532,13002,vies públiques,Otras remuneraciones,,,,,,21354.12
2016.0.0.1532.0.16000,1532,16000,vies públiques,Seguridad Social,,,6543.13,,6543.13,1880.8
2016.0.0.1532.0.210,1532,210,vies públiques,Infraestructuras y bienes naturales,,,1000.0,25082.13,26082.13,20662.47
2016.1.0.1532.0.210,1532,210,vies públiques,Infraestructuras y bienes naturales,,,,2143.15,2143.15,246.28
2016.0.0.1532.0.213,1532,213,vies públiques,"Maquinaria, instalaciones técnicas y utillaje",,,38276.07,50770.92,89046.99,79089.28
2016.0.0.1532.0.214,1532,214,vies públiques,Elementos de transporte,,,,6801.52,6801.52,6852.88
2016.0.0.1532.0.22799,1532,22799,vies públiques,Otros trabajos realizados por otras empresas y profesionales,,,4356.0,,4356.0,4356.0
2016.0.0.1532.0.609,1532,609,vies públiques,Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,,,12080.86,8911.01,20991.87,20991.87
2016.1.0.1532.005.609,1532,609,vies públiques,Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,005,Urbanit. Espioca [pluvial,,25519.68,25519.68,
2016.1.0.1532.0238.609,1532,609,vies públiques,Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,0238,Molí Magallo,,93156.88,93156.88,
2016.1.0.1532.0415.609,1532,609,vies públiques,Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,0415,Urbanitzacio Pla Bega,,125179.12,125179.12,
2016.1.0.1532.0630.609,1532,609,vies públiques,Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,0630,U.E. Maset,,2782.36,2782.36,
2016.1.0.1532.1504.609,1532,609,vies públiques,Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,1504,ADQUIS. MOBILIARI URBÀ [PAMU 2015],,1191.62,1191.62,1191.61
2016.1.0.1532.0006.619,1532,619,vies públiques,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,0006,Urb. Av. Xuquer [pluvials,,24582.75,24582.75,
2016.1.0.1532.1005.619,1532,619,vies públiques,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1005,MOBILIARI URBA I SENYALS,,7566.52,7566.52,
2016.1.0.1532.1520.619,1532,619,vies públiques,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1520,Remodelació plaça del Poble [Diputació IFS 2015],,147340.0,147340.0,98269.69
2016.1.0.1532.1526.619,1532,619,vies públiques,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1526,Remodelació carrer Sant Rafael i accessos Parc Estació [Diputació IFS 2015],,150000.0,150000.0,150000.0
2016.1.0.1532.0917.623,1532,623,vies públiques,"Maquinaria, instalaciones técnicas y utillaje",0917,ADQUISICIO MATERIAL OBRES,,288.92,288.92,
2016.1.0.1532.0.770,1532,770,vies públiques,A Empresses Pivades,,,,11680.91,11680.91,
2016.0.0.1610.0.12009,1610,12009,Servei d'Aigua Potable,Otras retribuciones básicas,,,20804.82,,20804.82,20145.17
2016.0.0.1610.0.12103,1610,12103,Servei d'Aigua Potable,Otros complementos,,,26313.12,,26313.12,26349.57
2016.0.0.1610.0.16000,1610,16000,Servei d'Aigua Potable,Seguridad Social,,,14606.56,,14606.56,14573.53
2016.0.0.1610.0.22799,1610,22799,Servei d'Aigua Potable,Otros trabajos realizados por otras empresas y profesionales,,,,20000.0,20000.0,
2016.1.0.1611.1524.619,1611,619,Pluvials,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1524,Automatització comporta pluvial Rambleta [Diputació IFS 2015],,3620.32,3620.32,3620.32
2016.0.0.1621.0.22799,1621,22799,Recogida de residuos,Otros trabajos realizados por otras empresas y profesionales,,,415837.79,,415837.79,397527.6
2016.0.0.1630.0.22799,1630,22799,Neteja viaria,Otros trabajos realizados por otras empresas y profesionales,,,381811.8,,381811.8,367307.76
2016.0.0.1640.0.12009,1640,12009,Cementeri Municipal,Otras retribuciones básicas,,,18694.38,865.99,19560.37,20387.06
2016.0.0.1640.0.12103,1640,12103,Cementeri Municipal,Otros complementos,,,23910.52,4830.11,28740.63,26489.32
2016.0.0.1640.0.16000,1640,16000,Cementeri Municipal,Seguridad Social,,,13207.52,,13207.52,13203.77
2016.0.0.1640.0.212,1640,212,Cementeri Municipal,Edificios y otras construcciones,,,3070.01,5749.97,8819.98,8827.91
2016.0.0.1640.0.22100,1640,22100,Cementeri Municipal,Energía eléctrica,,,2443.0,266.22,2709.22,2638.03
2016.0.0.1640.0.609,1640,609,Cementeri Municipal,Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,,,52404.46,-4290.56,48113.9,44229.97
2016.1.0.1640.0708.619,1640,619,Cementeri Municipal,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,0708,Inversions Cementeri,,7835.91,7835.91,
2016.0.0.1650.0.12009,1650,12009,Enllumenat Públic,Otras retribuciones básicas,,,38750.76,-8741.12,30009.64,28914.29
2016.0.0.1650.0.12103,1650,12103,Enllumenat Públic,Otros complementos,,,59586.18,-2000.0,57586.18,46289.54
2016.0.0.1650.0.16000,1650,16000,Enllumenat Públic,Seguridad Social,,,30484.45,-8070.0,22414.45,18182.97
2016.0.0.1650.0.210,1650,210,Enllumenat Públic,Infraestructuras y bienes naturales,,,8631.94,-1439.25,7192.69,7306.32
2016.0.0.1650.0.22100,1650,22100,Enllumenat Públic,Energía eléctrica,,,212987.32,9352.26,222339.58,222215.0
2016.1.0.1650.1506.619,1650,619,Enllumenat Públic,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1506,CONVENI SUBSTITUCIO LLUMS ENLLUMENAT PUBLIC TECNOLOGIA LED,,200000.0,200000.0,
2016.0.0.1700.0.12009,1700,12009,Medi ambient,Otras retribuciones básicas,,,19955.3,657.5,20612.8,19798.24
2016.0.0.1700.0.12103,1700,12103,Medi ambient,Otros complementos,,,25416.06,,25416.06,25859.32
2016.0.0.1700.0.16000,1700,16000,Medi ambient,Seguridad Social,,,14065.12,,14065.12,11297.52
2016.0.0.1710.0.12009,1710,12009,Parcs i Jardins,Otras retribuciones básicas,,,28868.74,-21584.47,7284.27,19044.87
2016.0.0.1710.0.12103,1710,12103,Parcs i Jardins,Otros complementos,,,35370.85,-3850.0,31520.85,21117.2
2016.0.0.1710.0.16000,1710,16000,Parcs i Jardins,Seguridad Social,,,19914.27,,19914.27,10300.39
2016.0.0.1710.0.210,1710,210,Parcs i Jardins,Infraestructuras y bienes naturales,,,135795.68,42843.56,178639.24,174632.34
2016.0.0.1710.0.609,1710,609,Parcs i Jardins,Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,,,,5000.0,5000.0,
2016.1.0.1710.1518.619,1710,619,Parcs i Jardins,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1518,Remodelació jardins de la Bega [Diputació IFS 2015],,10000.0,10000.0,9895.68
2016.1.0.1710.1519.619,1710,619,Parcs i Jardins,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1519,Remodelació zona jocs infantils Hort del Satisfet [Diputacio IFS 2015],,26166.57,26166.57,24669.92
2016.1.0.1710.1529.619,1710,619,Parcs i Jardins,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1529,Remodelació Parc de l'Alteró [Diputació IFS 2015],,86922.73,86922.73,86835.81
2016.0.0.1721.0.22699,1721,22699,Protecció i millora medi ambient,Otros gastos diversos,,,9314.11,7330.13,16644.24,14521.24
2016.0.0.1721.0.22799,1721,22799,Protecció i millora medi ambient,Otros trabajos realizados por otras empresas y profesionales,,,5288.0,,5288.0,5288.0
2016.0.0.2210.0.16209,2210,16209,Personal actiu,Otros gastos sociales,,,9454.07,,9454.07,8710.0
2016.0.0.2210.0.22699,2210,22699,Personal actiu,Otros gastos diversos,,,5497.45,,5497.45,5497.45
2016.0.0.2211.0.16205,2211,16205,Segur. protec. i prom.soc,Seguros,,,4890.0,,4890.0,
2016.0.0.2310.0.12009,2310,12009,Assitència Social,Otras retribuciones básicas,,,59573.8,-3637.67,55936.13,59263.12
2016.0.0.2310.0.12103,2310,12103,Assitència Social,Otros complementos,,,66265.33,26968.2,93233.53,65754.79
2016.0.0.2310.0.13002,2310,13002,Assitència Social,Otras remuneraciones,,,,,,21765.45
2016.0.0.2310.0.16000,2310,16000,Assitència Social,Seguridad Social,,,39010.13,,39010.13,39946.42
2016.0.0.2310.0.22699,2310,22699,Assitència Social,Otros gastos diversos,,,3166.3,1125.09,4291.39,3956.04
2016.0.0.2310.0.22799,2310,22799,Assitència Social,Otros trabajos realizados por otras empresas y profesionales,,,1500.0,9859.74,11359.74,8696.49
2016.0.0.2311.0.480,2311,480,Acció Social,Ajudes indiv i atenc bene,,,41000.0,2999.09,43999.09,42488.57
2016.0.0.2311.0.483,2311,483,Acció Social,Ajudes per a pobresa energètica,,,,8737.0,8737.0,8131.17
2016.0.0.2311.0.489,2311,489,Acció Social,Aportacions i subvencions,,,20000.0,3179.84,23179.84,18179.84
2016.0.0.2312.0.22799,2312,22799,Assistència domiciliaria,Otros trabajos realizados por otras empresas y profesionales,,,15000.0,,15000.0,7380.61
2016.0.0.2313.0.12009,2313,12009,Prevenció Drogodependenc.,Otras retribuciones básicas,,,18244.94,518.72,18763.66,17982.28
2016.0.0.2313.0.12103,2313,12103,Prevenció Drogodependenc.,Otros complementos,,,18575.41,,18575.41,18899.47
2016.0.0.2313.0.16000,2313,16000,Prevenció Drogodependenc.,Seguridad Social,,,11414.31,,11414.31,9587.88
2016.0.0.2313.0.22699,2313,22699,Prevenció Drogodependenc.,Otros gastos diversos,,,5000.0,,5000.0,
2016.0.0.2314.0.22699,2314,22699,Entitats no lucratives,Otros gastos diversos,,,1000.0,-1000.0,,
2016.0.0.2314.0.489,2314,489,Entitats no lucratives,Aportacions i subvencions,,,1500.0,-1500.0,,
2016.0.0.2315.0.22699,2315,22699,Departament de la dona,Otros gastos diversos,,,6500.0,1674.61,8174.61,7301.29
2016.0.0.2315.0.489,2315,489,Departament de la dona,Aportacions i subvencions,,,1500.0,,1500.0,1000.0
2016.0.0.2316.0.131,2316,131,Centre de dia per a menors,Laboral temporal,,,23673.57,10383.98,34057.55,31675.24
2016.0.0.2316.0.16000,2316,16000,Centre de dia per a menors,Seguridad Social,,,7812.28,,7812.28,5614.17
2016.0.0.2316.0.202,2316,202,Centre de dia per a menors,Arrendamientos de edificios y otras construcciones,,,6217.92,1006.19,7224.11,7224.11
2016.0.0.2316.0.22699,2316,22699,Centre de dia per a menors,Otros gastos diversos,,,3000.0,1828.53,4828.53,4064.0
2016.0.0.2316.0.625,2316,625,Centre de dia per a menors,Mobiliario,,,1000.0,,1000.0,984.0
2016.0.0.2316.0.626,2316,626,Centre de dia per a menors,Equipos para procesos de información,,,1500.0,,1500.0,1499.0
2016.0.0.2317.0.480,2317,480,Menjador social,Ajudes indiv i atenc bene,,,3600.0,-3600.0,,
2016.0.0.2318.0.12009,2318,12009,Educador de Carrer,Otras retribuciones básicas,,,17289.54,789.35,18078.89,16439.17
2016.0.0.2318.1611.12009,2318,12009,Educador de Carrer,Otras retribuciones básicas,1611,Conveni Fundació Ebro Foods 2016-2017-Itinerarios inserción socio laboral,,19088.95,19088.95,3942.44
2016.1.0.2318.1513.12009,2318,12009,Educador de Carrer,Otras retribuciones básicas,1513,Conveni Fundació Ebro Foods- Itinerarios inserción socio laboral,,5283.38,5283.38,4674.05
2016.0.0.2318.0.12103,2318,12103,Educador de Carrer,Otros complementos,,,17882.74,,17882.74,17700.4
2016.0.0.2318.1611.12103,2318,12103,Educador de Carrer,Otros complementos,1611,Conveni Fundació Ebro Foods 2016-2017-Itinerarios inserción socio laboral,,,,1786.63
2016.1.0.2318.1513.12103,2318,12103,Educador de Carrer,Otros complementos,1513,Conveni Fundació Ebro Foods- Itinerarios inserción socio laboral,,3232.5,3232.5,2181.72
2016.0.0.2318.0.13002,2318,13002,Educador de Carrer,Otras remuneraciones,,,18564.89,,18564.89,18056.38
2016.0.0.2318.0.131,2318,131,Educador de Carrer,Laboral temporal,,,46082.02,,46082.02,33162.48
2016.0.0.2318.0.16000,2318,16000,Educador de Carrer,Seguridad Social,,,31865.6,,31865.6,23700.0
2016.0.0.2318.1611.16000,2318,16000,Educador de Carrer,Seguridad Social,1611,Conveni Fundació Ebro Foods 2016-2017-Itinerarios inserción socio laboral,,,,1796.07
2016.1.0.2318.1513.16000,2318,16000,Educador de Carrer,Seguridad Social,1513,Conveni Fundació Ebro Foods- Itinerarios inserción socio laboral,,3134.84,3134.84,351.68
2016.0.0.2318.0.22699,2318,22699,Educador de Carrer,Otros gastos diversos,,,2000.0,-2000.0,,
2016.0.0.2318.1611.22699,2318,22699,Educador de Carrer,Otros gastos diversos,1611,Conveni Fundació Ebro Foods 2016-2017-Itinerarios inserción socio laboral,,911.05,911.05,665.6
2016.1.0.2318.1513.22699,2318,22699,Educador de Carrer,Otros gastos diversos,1513,Conveni Fundació Ebro Foods- Itinerarios inserción socio laboral,,3963.81,3963.81,1300.0
2016.0.0.2319.0.12009,2319,12009,Ajuda a la dependència,Otras retribuciones básicas,,,,,,14197.81
2016.0.0.2319.0.12103,2319,12103,Ajuda a la dependència,Otros complementos,,,,,,11633.17
2016.0.0.2319.0.131,2319,131,Ajuda a la dependència,Laboral temporal,,,25317.85,564.72,25882.57,
2016.0.0.2319.0.16000,2319,16000,Ajuda a la dependència,Seguridad Social,,,8354.89,,8354.89,6954.48
2016.0.0.2410.0.12009,2410,12009,Escoles Taller,Otras retribuciones básicas,,,,3724.33,3724.33,
2016.0.0.2410.1515.12009,2410,12009,Escoles Taller,Otras retribuciones básicas,1515,Taller Ocupació 'Mlillora Silla II' [FOTAE/2015/64/46,,57299.99,57299.99,56601.99
2016.0.0.2410.1619.12009,2410,12009,Escoles Taller,Otras retribuciones básicas,1619,FOTAE/2016/40/46 Taller ocupació,,847.08,847.08,834.68
2016.1.0.2410.1515.12009,2410,12009,Escoles Taller,Otras retribuciones básicas,1515,Taller Ocupació 'Mlillora Silla II' [FOTAE/2015/64/46,,713.9,713.9,
2016.0.0.2410.0.131,2410,131,Escoles Taller,Laboral temporal,,,929.6,729.47,1659.07,3724.33
2016.0.0.2410.1515.131,2410,131,Escoles Taller,Laboral temporal,1515,Taller Ocupació 'Mlillora Silla II' [FOTAE/2015/64/46,,85721.36,85721.36,84538.96
2016.0.0.2410.1619.131,2410,131,Escoles Taller,Laboral temporal,1619,FOTAE/2016/40/46 Taller ocupació,,2640.9,2640.9,1479.0
2016.1.0.2410.1515.131,2410,131,Escoles Taller,Laboral temporal,1515,Taller Ocupació 'Mlillora Silla II' [FOTAE/2015/64/46,,12324.05,12324.05,12324.05
2016.0.0.2410.0.16000,2410,16000,Escoles Taller,Seguridad Social,,,306.77,,306.77,
2016.0.0.2410.1515.16000,2410,16000,Escoles Taller,Seguridad Social,1515,Taller Ocupació 'Mlillora Silla II' [FOTAE/2015/64/46,,21574.83,21574.83,21574.83
2016.0.0.2410.1619.16000,2410,16000,Escoles Taller,Seguridad Social,1619,FOTAE/2016/40/46 Taller ocupació,,265.56,265.56,1423.58
2016.1.0.2410.1515.16000,2410,16000,Escoles Taller,Seguridad Social,1515,Taller Ocupació 'Mlillora Silla II' [FOTAE/2015/64/46,,1616.75,1616.75,1096.06
2016.1.0.2410.1515.22699,2410,22699,Escoles Taller,Otros gastos diversos,1515,Taller Ocupació 'Mlillora Silla II' [FOTAE/2015/64/46,,24283.81,24283.81,22716.83
2016.0.0.2411.1516.12009,2411,12009,Promoció de l'ocupació,Otras retribuciones básicas,1516,T-FIL FME99/2015/11/46,,3377.8,3377.8,3376.42
2016.0.0.2411.1616.12009,2411,12009,Promoció de l'ocupació,Otras retribuciones básicas,1616,FME99/2016/23/46 ingles gestión comercial,,,,84.8
2016.0.0.2411.1617.12009,2411,12009,Promoció de l'ocupació,Otras retribuciones básicas,1617,FME99/2016/22/46 neteja,,,,181.6
2016.1.0.2411.1516.12009,2411,12009,Promoció de l'ocupació,Otras retribuciones básicas,1516,T-FIL FME99/2015/11/46,,240.91,240.91,240.91
2016.0.0.2411.1613.131,2411,131,Promoció de l'ocupació,Laboral temporal,1613,programa EMCORP/2016/439/46,,8894.28,8894.28,4325.8
2016.0.0.2411.1614.131,2411,131,Promoció de l'ocupació,Laboral temporal,1614,ECORJV/2016/425/46,,7254.35,7254.35,2183.23
2016.0.0.2411.1615.131,2411,131,Promoció de l'ocupació,Laboral temporal,1615,EMCOLD/2016/39/46,,4759.75,4759.75,1470.66
2016.0.0.2411.1616.131,2411,131,Promoció de l'ocupació,Laboral temporal,1616,FME99/2016/23/46 ingles gestión comercial,,111.38,111.38,
2016.0.0.2411.1617.131,2411,131,Promoció de l'ocupació,Laboral temporal,1617,FME99/2016/22/46 neteja,,238.54,238.54,
2016.0.0.2411.1618.131,2411,131,Promoció de l'ocupació,Laboral temporal,1618,EMCORD/2016/19/46,,605.51,605.51,456.13
2016.1.0.2411.1509.131,2411,131,Promoció de l'ocupació,Laboral temporal,1509,Projecte Green Commerce - ECORJV/2015/284/46,,1578.97,1578.97,1578.12
2016.1.0.2411.1510.131,2411,131,Promoció de l'ocupació,Laboral temporal,1510,Projecte Silla@activa - ECORJV/2015/465/46,,3167.74,3167.74,2144.52
2016.0.0.2411.1516.16000,2411,16000,Promoció de l'ocupació,Seguridad Social,1516,T-FIL FME99/2015/11/46,,1059.74,1059.74,1058.5
2016.0.0.2411.1613.16000,2411,16000,Promoció de l'ocupació,Seguridad Social,1613,programa EMCORP/2016/439/46,,,,1416.81
2016.0.0.2411.1614.16000,2411,16000,Promoció de l'ocupació,Seguridad Social,1614,ECORJV/2016/425/46,,,,690.58
2016.0.0.2411.1615.16000,2411,16000,Promoció de l'ocupació,Seguridad Social,1615,EMCOLD/2016/39/46,,,,481.64
2016.0.0.2411.1616.16000,2411,16000,Promoció de l'ocupació,Seguridad Social,1616,FME99/2016/23/46 ingles gestión comercial,,,,26.58
2016.0.0.2411.1617.16000,2411,16000,Promoció de l'ocupació,Seguridad Social,1617,FME99/2016/22/46 neteja,,,,56.93
2016.0.0.2411.1618.16000,2411,16000,Promoció de l'ocupació,Seguridad Social,1618,EMCORD/2016/19/46,,,,149.35
2016.1.0.2411.1509.16000,2411,16000,Promoció de l'ocupació,Seguridad Social,1509,Projecte Green Commerce - ECORJV/2015/284/46,,551.59,551.59,550.77
2016.1.0.2411.1510.16000,2411,16000,Promoció de l'ocupació,Seguridad Social,1510,Projecte Silla@activa - ECORJV/2015/465/46,,745.84,745.84,723.51
2016.1.0.2411.1516.16000,2411,16000,Promoció de l'ocupació,Seguridad Social,1516,T-FIL FME99/2015/11/46,,75.53,75.53,75.53
2016.0.0.2411.0.22699,2411,22699,Promoció de l'ocupació,Otros gastos diversos,,,2720.07,,2720.07,2720.07
2016.0.0.2411.1410.22699,2411,22699,Promoció de l'ocupació,Otros gastos diversos,1410,Taller d'ocupació FOTAE/2014/41/46,,1826.0,1826.0,1826.0
2016.0.0.2411.1516.22699,2411,22699,Promoció de l'ocupació,Otros gastos diversos,1516,T-FIL FME99/2015/11/46,,1118.39,1118.39,1118.39
2016.0.0.2411.1616.22799,2411,22799,Promoció de l'ocupació,Otros trabajos realizados por otras empresas y profesionales,1616,FME99/2016/23/46 ingles gestión comercial,,6075.0,6075.0,
2016.0.0.2411.1610.609,2411,609,Promoció de l'ocupació,Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,1610,Tanca protecció [prèstec 2016],,1850.0,1850.0,
2016.1.0.2411.0623.632,2411,632,Promoció de l'ocupació,Edificios y otras construcciones,0623,Escola Taller-centre form,,470.0,470.0,
2016.0.0.2412.0.131,2412,131,Bossa d'ocupació,Laboral temporal,,,103975.17,-27896.0,76079.17,81516.09
2016.0.0.2412.1514.131,2412,131,Bossa d'ocupació,Laboral temporal,1514,Pla Ocupació Conjunt AAPP 2015 [PEC 2015],,12750.42,12750.42,12750.42
2016.1.0.2412.1514.131,2412,131,Bossa d'ocupació,Laboral temporal,1514,Pla Ocupació Conjunt AAPP 2015 [PEC 2015],,1455.64,1455.64,1455.64
2016.0.0.2412.0.16000,2412,16000,Bossa d'ocupació,Seguridad Social,,,34311.81,,34311.81,23122.81
2016.0.0.2412.1514.16000,2412,16000,Bossa d'ocupació,Seguridad Social,1514,Pla Ocupació Conjunt AAPP 2015 [PEC 2015],,4175.74,4175.74,4175.74
2016.1.0.2412.1514.16000,2412,16000,Bossa d'ocupació,Seguridad Social,1514,Pla Ocupació Conjunt AAPP 2015 [PEC 2015],,1251.56,1251.56,
2016.0.0.3110.0.22100,3110,22100,Medicaments i prod sanita,Energía eléctrica,,,620.3,,620.3,513.97
2016.0.0.3110.0.22699,3110,22699,Medicaments i prod sanita,Otros gastos diversos,,,,164.32,164.32,164.32
2016.0.0.3110.0.480,3110,480,Medicaments i prod sanita,Ajudes indiv i atenc bene,,,15907.62,,15907.62,15907.62
2016.0.0.3111.0.22799,3111,22799,Salut Pública,Otros trabajos realizados por otras empresas y profesionales,,,48513.03,11652.18,60165.21,57422.27
2016.0.0.3112.0.22799,3112,22799,Desinfeccio i Desratitza.,Otros trabajos realizados por otras empresas y profesionales,,,8500.0,15539.07,24039.07,24039.07
2016.0.0.3113.0.13002,3113,13002,Ciutats sanes,Otras remuneraciones,,,15442.91,223.46,15666.37,14130.98
2016.0.0.3113.0.16000,3113,16000,Ciutats sanes,Seguridad Social,,,4787.3,-1913.28,2874.02,4409.41
2016.0.0.3113.0.22699,3113,22699,Ciutats sanes,Otros gastos diversos,,,8885.0,953.07,9838.07,9838.07
2016.0.0.3121.0.12009,3121,12009,Servei Mèdic,Otras retribuciones básicas,,,19955.3,736.38,20691.68,19997.14
2016.0.0.3121.0.12103,3121,12103,Servei Mèdic,Otros complementos,,,29938.14,,29938.14,30460.34
2016.0.0.3121.0.16000,3121,16000,Servei Mèdic,Seguridad Social,,,15466.97,-4341.79,11125.18,11297.52
2016.0.0.3200.0.22699,3200,22699,Ponència d'educació,Otros gastos diversos,,,7900.0,3175.8,11075.8,8824.81
2016.1.0.3200.1501.22699,3200,22699,Ponència d'educació,Otros gastos diversos,1501,ERASMUS + Hàbits del somni,,40184.7,40184.7,39915.97
